Lon1,Lat1,Lon2,Lat2,Frequency,Bearing,Distance,StoryIDs,PlacePairs
12.55338778,55.68488326,9.97718946,56.22214714,1,291,171.32,10066,4685=>3513
12.55338778,55.68488326,11.29143588,55.48378264,1,255,82.49,10169,4685=>1188
9.01688742,55.5661491,10.53100515,55.11410639,1,117,108.26,20186,5941=>2035
8.24156208,56.26451832,10.13091193,55.38709123,1,129,153.28,10058,5825=>1897
8.24156208,56.26451832,9.54388431,56.3380454,1,84,80.85,10188,5825=>3174
8.24156208,56.26451832,9.46980378,56.30675858,1,86,76.03,10188,5825=>3179
9.07696481,54.9699841,10.31667047,56.31261766,2,27,168.53,"20220 20220","1002=>3468 1002=>3470"
8.7024578,56.20224399,8.810434,56.6441,1,8,49.63,10174,6456=>958
8.80624546,55.11730256,8.81679207,55.06013901,1,174,6.4,10039,6004=>4470
8.80624546,55.11730256,8.78636022,55.0094511,1,186,12.07,10063,6004=>4455
9.17733486,55.80010134,9.30436222,55.71874186,1,139,12.06,20213,5691=>3871
11.79638975,55.6060789,11.94294401,55.29796577,1,165,35.52,10089,4714=>1631
9.29617367,57.09917817,9.33984522,57.07189252,1,139,4.03,10083,5018=>30
9.68121288,56.96651518,9.54388431,56.3380454,2,187,70.46,"10145 10187","5124=>1160 5124=>3174"
9.68121288,56.96651518,9.46980378,56.30675858,1,190,74.57,10187,5124=>3179
9.68121288,56.96651518,9.7379295,56.99928983,1,43,5.01,10078,5125=>2682
9.99781555,57.24808351,10.28792117,57.15748006,1,120,20.19,10073,2348=>1115
10.11913347,56.53164726,10.22994745,56.60811234,1,39,10.89,10020,6340=>917
10.11913347,56.53164726,10.09665705,56.49371606,1,198,4.44,10019,6340=>676
9.14255855,55.47592324,9.30436222,55.71874186,1,21,28.88,10094,5946=>3873
9.14255855,55.47592324,9.06844645,55.47082031,1,263,4.71,10080,5952=>4326
8.46526917,56.51842152,8.40990349,56.55878913,1,323,5.63,10076,5765=>3964
11.52566098,55.50739674,11.32404229,55.48889218,1,261,12.88,10125,4764=>1510
9.49149073,55.49190407,12.08563216,54.84845785,1,112,179.8,20212,656=>103
10.52468885,55.17876846,10.49370528,55.35536226,1,354,19.76,10047,4869=>1904
10.52468885,55.17876846,10.53100515,55.11410639,1,177,7.21,10071,4869=>2034
10.52468885,55.17876846,10.39579745,55.23250102,1,306,10.14,10164,4869=>2075
9.97477036,56.76993809,9.9260865,56.73172154,1,215,5.19,10131,2770=>2761
9.97477036,56.76993809,10.01132401,56.82231318,2,21,6.24,"20207 10093","6445=>1013 2770=>2734"
9.97477036,56.76993809,10.01075277,56.88382407,1,10,12.87,10138,2770=>526
9.97477036,56.76993809,9.27023832,56.73474316,1,265,43.18,10049,6447=>2820
9.97477036,56.76993809,9.88838246,56.83713849,1,325,9.15,10059,2770=>1048
9.97477036,56.76993809,9.09668456,56.76087207,1,269,53.58,10105,6447=>2931
9.82537421,56.2802359,11.32926326,55.73117776,1,122,111.79,10086,5354=>1537
10.53161141,55.23721546,10.09670998,55.5001816,1,317,40.17,10096,4878=>408
12.11926659,55.52436802,12.16762997,55.52527013,1,88,3.05,10121,1449=>1446
10.31667047,56.31261766,9.27989612,56.14515128,1,254,66.81,10117,5484=>13
10.31667047,56.31261766,9.17347087,56.31082534,1,270,70.59,10117,5484=>152
10.31667047,56.31261766,10.43087602,56.45704946,1,24,17.55,10035,5484=>351
11.21334063,55.65521253,11.72946498,55.42891109,1,128,41.13,10025,4733=>1612
11.21334063,55.65521253,11.26926092,55.66417464,1,74,3.65,10098,4733=>1545
9.74794645,57.16692875,8.40990349,56.55878913,1,231,105.89,10200,5078=>3964
11.30930063,55.50046107,11.38889372,55.5570049,1,39,8.05,10205,4727=>938
9.01276464,56.44164212,10.23104758,55.25397451,1,150,152.56,10166,5266=>2076
10.57176876,55.84903122,10.59139922,55.83257606,1,146,2.2,10016,4751=>4610
10.09226362,57.2849937,9.97302162,57.31406506,1,294,7.87,10127,4994=>1008
8.38210526,56.52741547,8.46526917,56.51842152,2,101,5.2,"10196 10196","3980=>477 3980=>887"
12.23240203,55.28386322,12.3198444,55.29022715,1,83,5.59,10084,4789=>323
8.85730379,55.5490305,9.04102754,56.78036175,1,5,137.54,20229,1018=>2942
11.96429115,55.26538826,10.39599158,55.3017613,1,273,99.51,10192,4794=>181
12.05718997,55.04785158,10.39599158,55.3017613,2,286,109.32,"10190 10190","4797=>181 4797=>1919"
11.90630144,54.81437604,12.13567382,54.89973258,1,57,17.5,10037,4812=>1772
10.39005511,55.39681993,8.43773889,55.75976735,1,289,129.32,10137,4818=>4217
10.36660623,55.36615198,10.39599158,55.3017613,2,165,7.41,"10191 10191","4821=>181 4821=>1919"
10.4368984,55.33173429,10.39599158,55.3017613,1,218,4.22,10193,4825=>181
10.6586365,55.51612464,10.60946083,55.46615784,1,209,6.37,10168,4832=>1922
10.6586365,55.51612464,10.49370528,55.35536226,1,210,20.71,10182,4832=>619
9.40914342,56.19449478,9.37801364,56.32596724,1,353,14.76,10031,5344=>3171
9.40914342,56.19449478,9.49686839,56.41942697,1,12,25.62,10029,5344=>1320
9.37836463,56.45780394,8.42013036,55.42077137,1,208,129.98,10065,2887=>4276
9.37836463,56.45780394,8.67061542,56.81603075,1,313,58.88,10113,5208=>2588
9.37836463,56.45780394,9.27580365,56.53917503,1,325,11.03,10113,5208=>2996
9.17347087,56.31082534,8.90403439,56.69059165,1,339,45.4,20193,601=>2955
9.17347087,56.31082534,8.86226781,56.65591926,1,334,42.91,20210,601=>673
10.62175761,55.0641916,8.80803228,56.60465638,1,327,205.56,10061,4865=>2983
10.45547016,56.34646653,9.73981585,56.22900602,1,254,46.11,10055,1220=>840
10.6878531,55.21758178,10.60044103,55.21933629,1,272,5.55,10170,4881=>2109
8.52353886,56.89543114,8.44029913,56.90062007,1,277,5.09,20176,5041=>1124
10.68390125,55.28366694,10.52468885,55.17876846,1,221,15.44,10067,4888=>2047
10.29659671,57.40928505,9.93214951,57.04020941,1,208,46.59,20228,2227=>2607
10.29659671,57.40928505,10.03387302,57.51267197,1,306,19.49,20204,4921=>131
10.40685789,57.44038976,10.31384379,57.48321395,1,311,7.33,20216,2228=>2217
10.38135001,57.32361016,10.43807204,57.31823044,1,100,3.46,20205,506=>1332
8.73244274,55.36384026,8.718767,55.392738,1,345,3.33,10017,5968=>583
9.27580365,56.53917503,9.34733479,56.52834942,1,105,4.55,10140,5259=>3085
8.33953781,56.29960833,8.17656268,56.27879324,1,257,10.33,10090,4114=>554
9.46249934,57.13223706,9.12561066,57.10536712,1,262,20.58,10077,5011=>2439
9.50899595,57.09430845,9.61424246,56.94766364,1,159,17.53,10144,5012=>2714
9.25655365,56.99777043,9.19196978,55.87934678,1,182,124.57,20239,1272=>1273
9.16677663,57.09680291,9.12561066,57.10536712,1,291,2.67,10099,5024=>2439
9.16677663,57.09680291,9.33984522,57.07189252,1,105,10.83,10033,5024=>2414
9.84559872,56.01132805,8.58734506,56.4491865,1,303,91.85,10177,3700=>1302
9.84559872,56.01132805,9.54601738,55.7627968,1,214,33.39,10155,5620=>3803
8.20005733,56.23337586,8.30700823,56.19509868,1,123,7.87,10124,5844=>4136
8.9961129,56.38726949,8.87939153,56.60067623,1,343,24.82,10129,5793=>2906
8.71886485,56.78872115,8.61683725,56.78871906,1,270,6.22,10110,5064=>2561
9.57397269,55.67828641,9.66542509,55.59473397,1,148,10.93,20231,5737=>192
9.85612331,56.85858438,9.74889991,56.8216214,1,238,7.72,20206,5118=>54
10.06299816,56.8684854,9.53743676,56.96224749,1,288,33.6,10069,1046=>2879
10.06299816,56.8684854,9.503088,56.94989,1,285,35.22,10069,1046=>2883
9.4181296,56.80367274,9.68866011,56.1539,1,167,74.22,10150,5160=>791
9.01266703,56.63561907,9.01342881,56.66903046,1,1,3.72,10126,5217=>581
9.01266703,56.63561907,9.04102754,56.78036175,1,6,16.21,10018,5218=>2942
9.01266703,56.63561907,8.98817125,56.76991976,1,354,15.02,10057,5218=>82
9.12831637,56.70268186,9.01342881,56.66903046,1,242,7.96,10112,5226=>2907
9.02754383,56.82667681,10.48550918,56.29043477,1,123,107.53,10206,2963=>3462
9.02754383,56.82667681,9.27989612,56.14515128,1,168,77.44,10118,2963=>161
9.17162542,56.48666115,9.25474788,56.486222,1,91,5.11,10133,5263=>169
9.0336489,56.43454959,8.9961129,56.38726949,1,204,5.75,10014,5269=>4056
9.62310297,56.48222481,9.58719864,56.45039719,1,212,4.17,10046,5301=>3105
9.62310297,56.48222481,9.13918171,56.5046702,1,275,29.84,10178,5299=>1248
9.62310297,56.48222481,9.15016414,56.4717661,2,268,29.1,"10134 10139","5299=>3012 5299=>3012"
9.62310297,56.48222481,9.13191071,56.58161849,1,290,32.12,10123,5300=>622
9.62310297,56.48222481,9.27580365,56.53917503,1,287,22.25,10123,5300=>2996
9.32137834,55.77096642,9.3617377,56.71405477,1,1,105.01,10180,5712=>649
9.32137834,55.77096642,10.53100515,55.11410639,1,133,105.74,20185,3858=>2035
9.55676757,56.55599601,9.55500834,56.60806766,1,359,5.8,10142,5281=>3044
9.40682962,56.55223769,9.39024935,56.57867744,1,341,3.11,10044,5285=>3056
9.30375303,56.50826702,8.62277581,56.76458846,1,305,50.52,10062,5295=>921
9.54037982,56.45510207,9.58719864,56.45039719,1,100,2.93,10043,5303=>3106
9.54037982,56.45510207,9.49686839,56.41942697,1,214,4.79,10043,5303=>926
9.49686839,56.41942697,9.54388431,56.3380454,1,162,9.51,10189,5316=>3174
9.49686839,56.41942697,9.46980378,56.30675858,1,188,12.65,10189,5316=>3179
9.67798469,56.42303473,9.27989612,56.14515128,1,219,39.52,10117,6461=>13
9.67798469,56.42303473,9.17347087,56.31082534,1,248,33.52,10117,6461=>152
9.75427647,56.4540764,8.86845772,56.45666669,1,271,54.49,10157,5327=>223
9.35147784,56.16917342,9.17347087,56.31082534,1,325,19.23,10183,5347=>152
9.72253136,56.35611718,9.98866255,56.35071271,1,92,16.43,10184,5350=>3320
9.72253136,56.35611718,10.0494,56.348464,1,92,20.18,10184,5350=>3323
9.76185342,56.58448501,9.75047632,56.7553991,1,358,19.04,10100,5364=>832
9.76185342,56.58448501,9.74889991,56.8216214,1,358,26.41,10100,5364=>2700
10.22120378,56.63603356,10.12959102,56.58744711,1,226,7.79,10081,5370=>3271
9.27989612,56.14515128,9.17347087,56.31082534,1,340,19.58,10119,5810=>152
9.89738756,56.51409406,9.94035949,56.60150184,1,15,10.08,10115,5389=>631
9.98880571,56.50431637,9.97477036,56.76993809,1,358,29.58,10092,5394=>171
9.98880571,56.50431637,10.01132401,56.82231318,1,2,35.43,10092,5394=>2734
10.17381332,56.50485268,9.53091668,55.4024646,1,198,129.09,10194,5397=>3950
10.17381332,56.50485268,9.5765261,55.38319879,1,197,130.29,10194,5397=>3952
10.17381332,56.50485268,10.17376224,56.5442071,1,360,4.38,10146,5397=>3294
10.02530132,56.41896103,9.95341354,56.40107065,1,246,4.85,10195,5399=>4636
