0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 54 55 56 58 59 60 61 62 63 64 65 67 68 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 88 89 91 92 93 94 95 96 97 98 99 100 101 103 104 105 106 107 109 111 113 115 116 117 118 119 120 121 122 124 125 127 129 133 137 140 142 143 144 145 146 147 149 150 152 153 156 157 158 159 161 165 166 167 168 171 176 177 178 180 182 185 195 197 199 202 205 212 219 224 225 230 234 239 240 243 245 247 257 266 279 343
293 4 4 30 41 42 49 33 48 31 33 23 26 18 16 15 13 8 15 6 18 12 8 6 7 6 3 10 7 3 7 7 11 3 14 7 7 8 6 6 1 3 5 7 4 11 3 2 3 4 9 3 6 5 2 6 9 1 6 2 3 2 1 4 2 4 2 1 6 9 2 2 2 2 3 6 3 5 2 1 6 2 1 1 3 1 1 1 1 3 1 4 1 2 5 4 3 2 3 1 2 3 3 3 2 3 2 1 3 1 2 3 2 2 1 3 1 2 1 4 1 2 1 2 2 2 1 1 6 1 1 3 1 2 1 1 1 1 3 3 2 1 1 3 1 1 2 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1
