0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 43 45 46 47 48 49 50 51 52 53 54 55 57 58 59 60 61 63 64 65 66 71 72 74 75 78 80 82 83 84 85 87 88 89 90 91 93 95 97 98 100 101 102 103 104 106 107 108 109 111 117 118 121 125 127 128 135 140 141 148 153 155 158 163 170 251
108 2 6 11 22 20 17 32 16 18 14 17 14 11 14 8 15 6 8 20 5 11 4 2 7 4 5 7 7 4 4 2 1 5 1 2 1 3 2 3 2 2 2 2 3 2 8 2 7 1 4 1 1 1 6 2 1 1 4 4 1 1 3 3 2 2 2 1 2 1 2 2 2 2 2 2 1 1 1 4 2 1 1 1 1 1 4 1 1 1 1 2 2 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1
