0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40 41 42 43 45 46 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 76 78 79 80 81 84 86 91 93 94 95 96 98 103 105 106 107 108 111 112 114 115 116 117 119 122 123 127 128 130 132 133 134 136 137 139 142 143 145 149 150 153 159 160 166 168 169 175 179 180 183 186 190 191 192 193 195 196 197 198 202 203 206 208 211 215 220 223 224 226 232 233 239 240 244 249 263 264 266 277 279 286 298 333
103 2 7 6 20 31 15 18 13 31 14 7 11 10 6 6 10 6 4 3 4 8 5 6 3 4 8 3 3 4 3 3 2 4 3 3 1 6 2 3 4 5 2 2 1 1 2 1 1 2 2 4 4 1 2 2 2 1 1 1 2 1 1 2 2 3 4 3 2 3 2 2 2 2 3 2 3 2 2 1 1 1 1 2 1 1 1 1 3 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 3 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1
