0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 53 55 56 58 60 63 64 65 66 68 70 72 73 74 75 77 79 81 82 83 86 87 89 90 91 92 93 94 95 96 97 100 101 102 103 104 105 107 108 112 116 118 119 120 121 125 126 127 128 129 131 133 134 135 136 137 138 140 142 143 144 146 150 153 154 155 157 158 161 162 163 164 165 167 168 169 171 172 174 180 181 183 188 197 199 201 203 204 205 206 207 211 212 215 216 224 228 237 238 246 250 266
254 1 9 12 31 24 22 24 12 11 20 11 8 22 8 9 10 9 2 3 6 3 6 6 4 4 4 5 3 12 8 6 7 4 3 4 5 3 7 5 1 2 3 5 2 7 4 3 1 2 3 3 1 1 3 3 4 1 2 1 1 2 4 3 3 5 4 2 1 1 1 1 1 4 1 3 1 2 1 3 5 2 3 2 1 1 1 1 1 2 1 2 1 2 2 2 1 3 9 4 1 2 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 6 4 1 1 1 1 1 1 2 2 2 2 1 1 2 1 1 2 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1
