0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 38 39 40 41 42 43 44 48 49 50 51 53 56 58 60 63 65 66 67 70 71 72 73 75 76 78 79 81 83 86 87 88 89 90 91 92 93 95 96 100 102 103 104 105 107 110 112 113 118 120 122 125 126 128 136 141 146 149 153 159 161 166 167 168 172 174 177 179 181 188 190 197 199 201 202 205 206 213 219 221 224 225 227 235 244 263 264 266
178 3 2 6 19 24 17 13 13 13 9 6 7 7 2 8 6 5 7 5 5 1 1 6 5 7 4 6 7 2 1 3 4 3 4 1 4 1 1 1 2 1 3 1 1 2 1 2 4 1 1 4 1 1 4 2 1 1 2 2 1 1 2 3 2 1 2 1 2 2 2 2 1 4 2 1 2 1 1 2 4 1 1 1 2 2 1 1 1 1 1 1 2 1 2 1 1 2 2 1 1 1 2 2 1 1 1 1 1 1 1 1 3 1 1 2 1 1 1 1 1 1 1 1
