0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 27 28 29 31 32 33 34 35 37 39 42 47 50 52 54 57 58 60 61 62 65 71 72 78 80 81 82 87 89 94 95 98 99 100 105 106 112 120 122 123 128 129 139 151 159 168 184 185 190 193 195 197 200 207 208 215 230 231 241 244 266 279
51 2 1 4 8 2 5 8 4 3 2 3 4 1 6 2 2 9 2 2 1 3 1 1 1 1 3 1 1 1 1 1 1 1 1 3 1 3 2 1 1 2 1 1 2 1 1 2 1 1 1 1 1 1 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1
