0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 48 49 50 51 54 55 56 57 58 59 61 63 66 70 72 73 74 75 77 80 84 85 87 89 90 94 95 96 99 100 101 105 108 112 115 121 122 127 128 132 136 140 150 154 155 158 167 170 172 173 174 179 182 186 188 191 193 196 200 201 202 211 215 216 217 220 259 274
106 2 10 11 27 30 12 21 19 9 6 10 8 10 11 6 14 5 8 10 3 8 2 9 2 2 3 3 4 3 5 4 10 1 5 2 6 1 2 2 1 4 3 1 2 2 4 1 6 1 5 3 3 5 1 1 1 1 1 4 1 2 1 2 2 1 2 5 1 2 1 2 5 3 2 2 1 1 1 1 3 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 1 1 1 1 3 1 1 1 1 1 1 1 1 1
