0 4 6 7 9 11 13 15 16 18 19 20 21 24 27 29 31 33 38 39 43 48 49 63 64 75 81 83 93 96 99 107 131 191 201
22 2 2 2 1 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 2 1 1 2
