0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 56 57 58 59 60 61 62 63 66 67 68 70 71 72 73 74 75 77 81 82 85 86 89 90 92 95 96 97 98 99 100 101 102 103 104 105 106 108 111 112 113 119 120 121 125 127 129 130 131 137 140 142 144 150 153 156 159 166 171 172 175 176 178 179 180 188 192 195 198 201 208 214 215 216 239 240 272 279 344
163 1 7 11 25 18 42 18 12 22 26 16 6 7 3 5 13 7 2 8 6 7 5 4 5 5 3 2 3 12 2 1 6 2 2 1 2 4 3 5 1 3 2 2 4 5 1 2 1 1 2 2 6 2 2 2 4 1 1 2 1 1 1 1 1 3 2 1 4 1 1 1 1 2 1 1 1 1 1 5 1 2 4 2 3 1 3 3 1 2 2 1 1 2 2 2 3 6 1 1 1 1 2 2 2 1 1 1 1 1 1 2 1 1 1 3 2 1 1 1 1 1 1 1 3 1 3 2 1 1 1 1 2
