0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 44 46 47 48 50 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 75 76 77 79 80 81 82 83 86 87 88 89 91 93 94 96 99 100 101 102 104 108 109 112 120 124 126 127 128 134 143 146 148 151 156 157 161 163 167 175 177 178 181 197 204 205 206 208 226 230 235 241 260 330
147 1 5 7 18 34 28 28 27 29 13 12 14 15 11 9 16 14 17 5 12 8 8 3 3 8 2 6 4 2 4 9 6 2 2 4 2 7 2 2 4 1 2 5 4 3 3 1 3 2 2 4 2 4 1 1 1 1 1 2 1 1 4 2 3 1 6 1 2 1 4 2 1 1 2 1 2 1 1 2 2 1 1 1 1 1 4 2 1 2 3 3 1 1 2 2 1 1 2 1 1 1 3 2 1 1 1 2 1 1 1 3 1 2 2 1 1 1 2 1 1
