0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 53 54 55 56 57 58 61 62 63 64 65 68 70 72 73 74 75 76 78 80 82 84 85 87 90 93 96 97 99 103 104 108 109 110 115 120 121 122 123 127 128 131 133 134 135 136 140 142 144 146 147 149 155 159 169 180 186 188 189 196 197 203 206 209 212 215 220 279 290
253 2 2 18 37 48 27 27 20 13 8 17 9 13 9 7 6 9 5 4 5 6 4 2 3 2 4 2 5 2 2 2 1 3 3 1 3 1 1 6 2 2 3 3 4 1 3 2 2 4 1 4 1 1 1 1 1 1 1 1 5 3 2 1 1 3 1 2 2 1 2 1 2 1 2 1 2 1 3 1 1 2 2 1 2 1 2 1 2 1 1 2 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1
