0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 42 45 46 47 49 50 53 54 55 58 59 67 68 70 72 74 75 82 84 86 88 97 100 104 105 106 108 109 125 128 130 143 144 146 149 154 180 188 190 199 215 234 241
104 4 7 12 15 12 14 12 4 4 4 2 9 2 5 6 7 3 4 6 7 2 1 2 4 3 1 1 2 2 2 3 3 2 1 1 4 1 2 3 2 1 2 1 1 1 1 1 2 1 2 1 1 2 1 1 1 1 4 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1
