0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 84 85 87 88 89 90 91 92 93 94 95 96 97 99 100 101 102 103 104 105 106 107 108 109 111 112 115 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 135 137 138 139 143 146 147 148 149 150 152 153 154 155 159 161 164 165 167 168 169 171 172 176 177 178 179 180 184 189 190 191 195 196 197 199 200 202 206 213 215 216 217 219 220 221 223 228 230 231 232 233 235 237 238 242 243 246 249 266 267 272 274 298 340 341
501 7 15 30 80 87 43 74 34 42 37 34 34 28 13 28 34 30 20 13 18 19 3 13 7 10 15 10 9 9 11 9 10 12 6 19 5 5 6 10 1 2 4 3 8 9 4 4 6 3 5 7 5 2 7 2 5 4 6 2 3 3 3 3 1 3 2 4 9 1 7 6 10 4 1 2 2 3 4 3 2 2 2 3 1 3 7 1 3 2 2 9 5 1 2 4 1 2 3 2 2 4 6 3 3 4 3 3 1 1 1 1 4 3 2 1 1 1 1 2 2 2 2 2 1 3 2 2 1 4 4 3 3 2 2 1 4 2 9 1 1 1 1 5 2 1 2 1 2 3 1 1 1 2 1 1 1 1 2 2 1 2 2 1 1 1 1 2 2 1 1 1 1 1 2 2 1 1 1 1 1 2 1 1 5 1 1 1 1 1 1 1 1
