0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 34 35 36 38 40 41 42 43 44 45 47 50 54 56 58 59 62 63 64 70 72 74 76 78 79 82 83 85 88 89 90 93 95 96 97 98 99 101 103 116 120 125 131 134 138 139 146 151 158 164 181 191 201 206 207 208 234 270
191 1 6 10 27 40 29 18 9 15 10 15 9 6 6 8 9 4 12 6 4 3 1 9 3 3 6 1 6 1 1 4 2 1 3 1 1 2 1 2 1 1 3 2 4 2 7 2 3 1 1 1 1 1 1 1 1 2 3 1 1 2 1 3 3 2 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 2 1
