146 233 291 100 88 341 345 100 74 1 228 139 212 218 198 105 263 214 246 43 277 91 215 101 101 341 181 272 83 323 204 359 13 270 21 21 209 174 13 177 311 165 165 278 238 226 123 294 242 39 16 2 135 57 325 162 304 15 306 102 257 232 232 105 39 148 325 59 59 139 186 188 10 261 44 353 354 221 6 92 57 159 24 358 325 264 306 340 354 92 120 262 210 104 287 343 12 358 21 268 268 358 275 290 214 288 285 50 2 165 170 354 317 128 301 334 339 254 208 8 305 271 313 26 69 69 254 187 187 270 167 190 86 168 241 84 255 351 303 273 1 133 231 123 349 117 286 286 122 188 324 324 182 198 289 208 197 5 150 129 27 27 291 112 327 0 3 4 7 9 11 14 17 18 19 20 22 23 25 28 29 30 31 32 33 34 35 36 37 38 40 41 42 45 46 47 48 49 51 52 53 54 55 56 58 60 61 62 63 64 65 66 67 68 70 71 72 73 75 76 77 78 79 80 81 82 85 87 89 90 93 94 95 96 97 98 99 103 106 107 108 109 110 111 113 114 115 116 118 119 121 124 125 126 127 130 131 132 134 136 137 138 140 141 142 143 144 145 147 149 151 152 153 154 155 156 157 158 160 161 163 164 166 169 171 172 173 175 176 178 179 180 183 184 185 189 191 192 193 194 195 196 199 200 201 202 203 205 206 207 211 213 216 217 219 220 222 223 224 225 227 229 230 234 235 236 237 239 240 243 244 245 247 248 249 250 251 252 253 256 258 259 260 265 266 267 269 274 276 279 280 281 282 283 284 292 293 295 296 297 298 299 300 302 307 308 309 310 312 314 315 316 318 319 320 321 322 326 328 329 330 331 332 333 335 336 337 338 342 344 346 347 348 350 352 355 356 357
2.2 2.55 2.67 2.93 3.05 3.11 3.33 3.46 3.65 3.72 3.81 4.03 4.17 4.22 4.44 4.55 4.71 4.79 4.85 5.01 5.09 5.11 5.19 5.2 5.2 5.32 5.43 5.55 5.59 5.63 5.75 5.8 5.84 6.22 6.24 6.24 6.37 6.4 6.81 7.21 7.33 7.41 7.41 7.61 7.72 7.79 7.87 7.87 7.96 8.05 8.14 8.77 8.88 9.03 9.15 9.51 9.62 10.08 10.14 10.18 10.33 10.34 10.34 10.83 10.89 10.93 11.03 11.09 11.09 12.06 12.07 12.65 12.87 12.88 13.79 14.76 15.02 15.44 16.21 16.43 17.5 17.53 17.55 19.04 19.23 19.44 19.49 19.58 19.76 20.18 20.19 20.58 20.71 21.16 22.25 24.82 25.62 26.41 28.88 29.1 29.1 29.58 29.84 32.12 33.39 33.6 35.22 35.33 35.43 35.52 36.4 38.03 40.17 41.13 42.22 42.91 45.4 46.11 46.59 49.63 50.52 54.49 58.88 62.42 63.4 63.4 66.81 70.46 70.46 70.59 74.22 74.57 76.03 77.44 79.14 80.85 82.49 88.47 91.85 99.51 105.01 105.74 105.89 107.53 107.79 108.26 109.32 109.32 111.79 116.19 123.79 123.79 124.57 129.09 129.32 129.98 130.29 137.54 152.56 153.28 168.53 168.53 171.32 179.8 205.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
