0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 34 35 36 37 39 40 41 42 43 44 45 48 49 50 51 53 55 56 57 58 60 61 63 64 65 66 69 70 72 80 83 84 85 86 89 90 93 95 96 98 100 101 102 103 104 105 106 107 109 110 111 117 118 119 120 121 127 128 129 133 135 138 142 147 148 152 153 154 161 162 164 174 177 179 180 186 200 202 215 219 223 254 264 271 279 288 298 343 417
107 1 5 9 23 17 7 19 6 11 5 13 9 7 5 7 4 2 6 1 3 9 1 1 2 2 3 2 4 1 2 2 3 3 3 2 1 1 2 1 1 1 2 1 1 1 1 2 1 1 1 4 2 1 2 1 2 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 2 4 5 3 1 1 3 3 1 1 2 1 4 2 2 1 1 2 2 1 2 2 1 1 1 1 1 1 3 1 1 1 1 2 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1
