0 2 3 4 5 6 7 9 10 11 12 14 15 16 17 18 19 20 21 24 25 26 27 29 30 31 32 33 35 38 39 40 41 42 43 46 47 49 56 57 58 60 63 65 88 89 104 119 133 143 146 156 158 169 171 180 201 205 211 219 238 276
41 11 5 6 12 5 6 1 2 1 3 1 1 1 1 6 3 5 1 1 1 1 1 3 2 1 1 2 1 2 2 1 1 1 1 1 3 1 1 3 1 1 1 1 1 1 1 4 1 1 1 1 2 2 1 1 1 1 1 1 1 1
