0 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 23 24 25 26 28 29 31 32 33 35 37 40 42 45 48 49 51 52 53 55 56 60 61 64 70 72 88 93 94 95 96 97 102 109 114 115 118 133 144 148 153 159 161 179 199 201 213 243
59 6 5 4 5 5 2 5 6 5 1 4 5 2 1 3 3 1 2 1 2 2 2 1 1 3 2 1 1 2 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2 1 3 2 1 1 1 1 1 1 1 1 1 2 2 1 1 1
