0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 28 29 30 31 32 33 35 36 37 38 40 41 42 46 47 48 50 51 52 53 55 56 57 58 59 65 68 70 72 76 79 83 89 92 93 94 100 101 102 103 105 108 109 112 118 130 135 141 142 148 155 160 161 164 169 202 206 211 216 218 220 261 343
77 2 8 12 11 11 26 12 7 6 5 10 1 8 4 5 6 4 3 3 7 1 2 3 6 1 6 3 2 1 2 5 5 1 5 5 1 2 1 1 3 1 2 1 1 2 4 3 1 3 1 1 3 2 2 1 1 1 1 1 2 2 3 1 1 1 1 1 1 1 2 3 2 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1
