0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 41 45 48 49 50 51 53 56 58 59 60 62 72 74 84 92 94 98 100 102 114 116 133 138 139 144 151 168 169 171 173 190 206 220 232 238
167 3 4 11 15 14 12 15 6 2 8 7 5 1 2 5 3 3 1 5 4 5 1 3 3 2 2 4 1 1 2 1 3 1 3 1 3 2 1 1 2 1 2 1 1 1 6 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 2 1 1 1 1 1 2 2 1 1 1
