0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 25 26 29 30 32 33 34 35 36 38 40 41 42 43 45 46 47 50 51 54 59 62 63 67 70 71 74 75 76 77 79 81 82 88 92 100 105 106 108 109 112 116 124 125 129 130 138 153 169 171 180 206
69 1 7 8 12 11 5 8 4 8 6 2 3 1 3 2 3 4 4 3 1 1 2 3 2 1 1 1 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 3 2 1 1 2 1 2 2 1 2 2 1 1 1
