0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 64 66 67 68 70 71 72 73 75 76 78 79 80 81 82 83 84 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 104 105 106 108 109 110 112 113 116 118 119 120 121 122 123 124 125 127 128 129 130 131 132 133 135 136 137 139 140 144 146 147 149 150 157 158 159 160 161 163 164 165 166 167 170 173 174 178 179 183 186 187 189 196 197 198 199 201 203 210 211 212 222 223 227 237 242 245 252 256 257 270 292 304 349
313 1 13 19 47 43 38 42 26 24 14 24 16 14 21 10 20 8 10 6 10 9 1 4 7 4 6 3 5 3 2 6 6 7 3 7 5 4 5 2 7 4 2 2 7 3 2 3 2 2 1 4 1 3 1 6 1 2 2 2 2 1 2 8 6 1 2 3 3 2 1 2 2 2 2 2 3 3 1 2 5 3 2 1 1 3 8 3 3 2 1 4 4 2 2 2 3 2 2 1 2 2 1 1 1 1 1 3 1 1 1 1 2 1 3 1 1 3 1 2 1 2 1 3 2 1 2 4 1 2 1 3 1 1 1 2 1 1 2 2 1 3 1 2 1 2 1 1 1 1 1 2 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1
