0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 52 53 54 55 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 82 83 84 85 87 88 89 90 92 93 94 95 96 97 98 99 101 102 103 104 105 106 107 108 111 112 113 115 116 117 119 120 121 122 123 125 127 128 129 130 131 132 133 134 135 136 138 139 140 141 143 144 145 147 148 149 151 152 153 155 156 159 162 164 167 168 169 170 171 172 177 179 182 183 187 188 191 194 201 202 203 205 206 207 208 211 212 213 216 238
237 1 7 19 36 40 27 40 28 26 24 21 25 25 15 16 9 15 10 15 10 4 9 12 7 7 7 9 7 7 7 7 12 13 4 10 8 7 10 8 14 5 4 3 3 1 2 8 8 1 10 4 4 7 1 8 3 2 3 4 4 1 5 3 3 1 6 4 8 1 12 2 4 2 4 1 1 5 3 3 2 4 2 4 6 2 4 3 2 4 6 2 3 1 3 2 6 1 3 4 1 3 3 3 2 1 1 1 6 1 1 1 1 1 1 2 1 1 1 1 2 6 3 1 1 1 2 1 5 6 1 2 1 1 2 1 1 2 1 2 1 2 2 1 1 1 1 2 1 4 3 1 1 3 2 1 2 1 1 2 1 2 2 2 1 1 2 3 1
