0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 31 32 33 34 35 36 38 39 41 42 43 44 45 49 50 52 54 55 56 58 60 67 69 71 72 75 78 81 84 87 89 98 99 103 107 113 114 116 123 133 136 142 145 149 150 153 156 157 169 173 174 176 177 181 202 211 215 246 247 252 261 349
67 1 1 10 7 14 12 9 6 3 11 8 12 9 7 7 2 5 1 2 7 2 3 1 1 1 3 4 3 4 3 2 1 6 1 2 1 1 1 2 3 1 3 2 1 2 1 1 1 2 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
