0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 22 23 27 28 32 35 39 40 44 46 47 50 52 54 55 58 62 68 71 72 78 80 85 92 94 95 96 100 105 106 114 116 123 132 133 146 148 160 161 172 206 211 215 230 242 245
65 1 8 8 12 4 7 4 2 4 9 5 5 1 3 3 1 1 2 1 1 3 1 2 1 3 2 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1
