0 2 4 6 7 10 11 12 13 15 29 30 37 54 70 71 82 92 96 100 120 137 221 225 242 298
18 1 3 3 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 2 2 2 2 1 1
