0 2 4 5 6 7 8 9 10 11 14 16 19 21 28 33 42 54 67 79 102 111 115 117 149
24 1 1 7 3 1 1 2 2 3 3 2 2 3 3 1 1 1 1 2 1 1 1 1 1
