0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 23 24 25 27 28 29 30 33 34 35 36 37 38 39 40 45 46 48 52 53 55 56 58 62 64 65 70 72 73 74 77 79 81 83 88 89 90 97 102 107 114 118 120 121 128 129 136 138 139 148 170 181 187 189 206 214 219 237 254 301
137 2 2 9 8 9 13 4 6 4 6 3 8 1 3 5 2 10 1 3 2 2 3 1 1 3 2 1 2 4 3 7 5 2 2 3 4 1 1 1 4 3 2 1 2 1 1 4 2 3 1 1 1 4 1 2 5 6 2 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 2
