0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 25 26 27 28 30 32 33 35 36 37 38 39 40 43 45 46 47 48 49 51 52 54 55 58 59 61 62 63 66 67 69 74 76 79 84 88 90 91 93 96 98 99 100 104 106 107 108 109 110 111 112 114 115 119 120 121 122 125 126 128 130 133 136 139 140 141 142 146 152 153 164 165 172 174 176 177 179 183 186 189 202 208 228 282 299
180 1 12 18 27 21 25 12 13 20 9 11 7 12 3 7 7 4 8 11 3 4 7 2 2 1 1 8 1 1 2 6 3 4 1 1 1 3 4 1 3 1 2 1 2 3 4 1 2 3 2 1 1 1 1 3 1 1 2 1 1 1 3 1 2 2 2 1 3 1 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 1 2 1 2 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
