0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 22 23 24 25 26 27 28 29 30 31 33 34 35 39 40 42 43 44 47 50 51 55 56 61 63 64 68 73 76 80 84 88 91 93 94 95 97 98 100 106 111 117 128 144 166 216
127 1 1 5 17 6 4 7 4 5 3 6 4 1 1 2 4 4 2 2 2 2 1 2 4 1 3 2 2 1 3 1 2 1 2 1 1 2 1 2 1 2 2 1 1 1 2 3 2 1 1 1 2 1 3 3 3 1 1 1 1 1 1 1 1 1
