186 209 347 347 347 89 178 57 26 336 94 21 75 75 300 300 264 243 243 27 227 108 98 304 150 355 146 265 323 325 201 307 201 201 46 284 58 60 264 209 332 143 104 104 284 284 14 300 285 285 238 219 294 332 332 122 324 52 300 300 338 338 48 108 115 275 275 71 231 91 33 33 112 318 272 245 27 175 323 191 7 332 131 131 156 298 40 232 194 123 123 123 104 104 201 157 352 148 30 166 171 54 243 177 5 315 270 133 151 12 129 60 256 96 175 271 15 333 169 120 87 111 327 22 304 60 345 190 241 216 209 74 251 177 211 292 71 71 71 219 268 90 348 327 115 115 292 165 165 111 117 62 248 158 357 38 358 63 256 209 97 183 183 232 303 47 47 184 299 163 163 328 4 272 294 294 239 303 209 283 32 200 4 4 59 347 333 295 247 26 299 352 252 358 183 75 249 117 89 17 221 119 231 95 187 187 247 40 21 305 279 279 24 275 147 106 275 323 95 234 349 314 288 34 306 343 291 291 165 150 211 145 6 190 222 190 337 308 257 279 115 293 293 83 204 204 95 278 122 256 124 85 126 174 217 281 320 268 85 267 316 188 352 86 309 78 78 311 306 306 311 306 297 115 112 1 313 338 17 196 0 2 3 8 9 10 11 13 16 18 19 20 23 25 28 29 31 35 36 37 39 41 42 43 44 45 49 50 51 53 55 56 61 64 65 66 67 68 69 70 72 73 76 77 79 80 81 82 84 88 92 93 99 100 101 102 103 105 107 109 110 113 114 116 118 121 125 127 128 130 132 134 135 136 137 138 139 140 141 142 144 149 152 153 154 155 159 160 161 162 164 167 168 170 172 173 176 179 180 181 182 185 189 192 193 195 197 198 199 202 203 205 206 207 208 210 212 213 214 215 218 220 223 224 225 226 228 229 230 233 235 236 237 240 242 244 246 250 253 254 255 258 259 260 261 262 263 266 269 273 274 276 277 280 282 286 287 289 290 296 301 302 310 312 317 319 321 322 326 329 330 331 334 335 339 340 341 342 344 346 350 351 353 354 356 359
3 3.28 3.28 3.28 3.28 3.36 3.79 3.84 3.89 4.02 4.19 4.24 4.49 4.49 4.49 4.49 4.51 4.57 4.57 4.63 4.68 4.69 4.75 4.76 4.98 5 5.07 5.58 5.63 5.64 5.69 5.71 5.79 5.79 5.88 5.89 6.1 6.1 6.28 6.37 6.39 6.41 7.3 7.3 7.3 7.3 7.32 7.58 7.68 7.68 7.72 7.73 7.87 7.92 7.92 8.01 8.14 8.25 8.45 8.45 8.49 8.49 8.53 8.99 9.23 9.27 9.27 9.34 9.34 9.35 9.37 9.37 9.59 9.88 9.97 10.33 10.79 10.85 10.97 11.15 11.19 11.3 11.37 11.37 11.85 12.47 12.48 12.55 12.76 12.87 12.87 12.87 13.11 13.11 13.24 14.03 14.56 14.73 15.06 15.17 15.32 15.49 15.62 15.7 15.84 16.39 17.6 17.69 18 18.01 18.19 18.22 18.59 18.93 19.06 19.13 19.35 19.9 20.09 20.19 20.94 21.65 22.04 22.12 22.47 22.58 22.95 23.48 23.5 24.97 26.11 27.19 27.69 29.29 29.69 31.77 32.77 32.77 32.77 32.96 33.97 34.18 34.51 35.6 36.71 36.71 37.8 38.23 38.23 38.77 39.44 40.35 40.67 42.44 42.69 43.54 43.84 45.5 45.63 46.65 49.93 50.36 50.36 50.38 50.8 51.03 51.03 51.51 55.24 56.62 56.62 57.63 58.43 58.62 59.02 59.02 59.09 59.93 60.28 63.02 63.16 64.23 64.65 64.65 65.36 65.89 66.27 66.48 68.1 68.11 71.65 74.46 78.16 78.37 80.06 80.9 81.83 86.69 87.75 89.75 89.87 89.97 94.73 96.3 96.54 96.54 97.62 99.25 99.43 100.1 100.75 100.75 101.14 101.9 103.64 104.67 104.95 107.79 111.67 112.08 116.63 120.6 122.53 124.68 125.64 126.29 127.61 127.61 130.8 130.91 133.84 133.92 134.89 139.38 139.45 140.83 143.25 153.48 154.62 156.17 159.25 163.43 163.45 163.92 168.84 168.84 169.61 169.61 171.69 173.61 174.91 176.66 176.68 176.75 183.04 188.51 188.59 192.67 193.05 193.05 195.77 201.35 203.48 203.87 205.42 207.76 207.76 208.44 209.44 209.44 212.74 214.63 215.92 216.65 226.84 243.7 244.81 247.86 269.74 271.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
