0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 24 25 26 27 30 32 33 34 35 37 40 42 43 44 45 46 48 50 52 54 56 57 59 61 64 65 68 70 73 76 79 83 93 94 96 99 100 102 104 118 119 121 128 140 144 151 163 168 169 171 177 178 185 199 206 215 223 236 239
114 2 1 14 9 8 11 6 5 9 5 8 7 4 3 4 3 1 1 4 3 1 6 1 3 1 3 2 3 4 1 1 2 2 1 4 3 1 1 3 1 2 1 1 2 2 1 1 2 3 1 1 3 1 1 1 1 2 1 1 1 3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1
