0 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 20 21 23 26 28 33 36 38 43 55 56 59 67 68 92 94 95 96 99 100 101 107 115 118 128 167 169 178 179 190 211 212 224 230 276 286
32 4 5 7 2 4 3 4 1 4 6 6 4 1 2 3 2 5 1 1 1 3 2 1 2 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 2 1 1 2 1 2 1
