0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 38 39 40 41 42 43 44 45 46 47 48 49 51 52 54 55 56 57 58 59 60 61 62 63 64 67 68 69 72 73 74 75 77 78 80 84 85 87 88 96 97 98 102 103 109 110 113 114 117 120 123 127 133 134 135 143 144 145 151 155 164 170 171 173 181 182 189 192 194 197 204 228 244 246 247 250
139 4 11 13 34 28 34 40 22 23 11 21 19 10 7 8 14 12 7 5 9 9 2 8 17 7 12 2 1 3 7 1 5 6 1 3 4 6 2 1 4 4 1 5 1 1 4 3 3 4 5 1 2 4 3 2 1 1 1 1 2 2 2 2 1 1 2 1 1 1 2 1 3 2 1 3 1 2 1 1 1 1 1 1 1 1 1 1 4 1 1 1 2 2 2 1 1 1 3 1 1 1 1 2 1 1 1 1 1 1 1 2
